Anio;Mes;GasolinaSuper;GasolinaRegular;Diesel;Fechas;Super_Arima;Regular_Arima;Diesel_Arima;Super_SARIMAX;Regular_SARIMAX;Diesel_SARIMAX;Super_EXP;Regular_EXP;Diesel_EXP
2010;12;652210.77;430857.95;1135293.92;1/12/2010;652210.77;430857.95;1135293.92;652210.77;430857.949999999;1135293.92;652210.77;430857.949999999;1135293.92
2011;1;391997.54;253700.82;1033948.69;1/01/2011;391997.54;253700.82;1033948.69;391997.54;253700.82;1033948.69;391997.54;253700.82;1033948.69
2011;2;437769.48;343582.85;772775.579999999;1/02/2011;437769.48;343582.85;772775.579999999;437769.479999999;343582.85;772775.579999999;437769.479999999;343582.85;772775.579999999
2011;3;445920.27;291087.16;707536.31;1/03/2011;445920.27;291087.16;707536.31;445920.269999999;291087.159999999;707536.31;445920.269999999;291087.159999999;707536.31
2011;4;357349.67;326003.71;767445.36;1/04/2011;357349.67;326003.71;767445.36;357349.669999999;326003.709999999;767445.36;357349.669999999;326003.709999999;767445.36
2011;5;433038.13;326566.61;918940.44;1/05/2011;433038.13;326566.61;918940.44;433038.129999999;326566.609999999;918940.44;433038.129999999;326566.609999999;918940.44
2011;6;354604.94;230990.13;553883.42;1/06/2011;354604.94;230990.13;553883.42;354604.939999999;230990.13;553883.42;354604.939999999;230990.13;553883.42
2011;7;369694.76;188581.4;734958.539999999;1/07/2011;369694.76;188581.4;734958.539999999;369694.76;188581.4;734958.539999999;369694.76;188581.4;734958.539999999
2011;8;270765.31;201844.49;1014324.28;1/08/2011;270765.31;201844.49;1014324.28;270765.309999999;201844.489999999;1014324.28;270765.309999999;201844.489999999;1014324.28
2011;9;335803.82;260669.22;795554.710000001;1/09/2011;335803.82;260669.22;795554.710000001;335803.82;260669.22;795554.71;335803.82;260669.22;795554.71
2011;10;351555.66;239711.91;612133.26;1/10/2011;351555.66;239711.91;612133.26;351555.659999999;239711.909999999;612133.259999999;351555.659999999;239711.909999999;612133.259999999
2011;11;450212.8;237803.48;575406.48;1/11/2011;450212.8;237803.48;575406.48;450212.799999999;237803.48;575406.48;450212.799999999;237803.48;575406.48
2011;12;534925.36;367820.54;732921.03;1/12/2011;534925.36;367820.54;732921.03;534925.359999999;367820.54;732921.029999999;534925.359999999;367820.54;732921.029999999
2012;1;434648.17;318283.44;790123.23;1/01/2012;434648.17;318283.44;790123.23;434648.17;318283.439999999;790123.23;434648.17;318283.439999999;790123.23
2012;2;372893.49;253583.96;887963.98;1/02/2012;372893.49;253583.96;887963.98;372893.489999999;253583.959999999;887963.98;372893.489999999;253583.959999999;887963.98
2012;3;354160.85;255492.16;978693.29;1/03/2012;354160.85;255492.16;978693.29;354160.849999999;255492.159999999;978693.29;354160.849999999;255492.159999999;978693.29
2012;4;399701.69;189948.79;697871.28;1/04/2012;399701.69;189948.79;697871.28;399701.69;189948.79;697871.279999999;399701.69;189948.79;697871.279999999
2012;5;380531.85;241786.29;833370.09;1/05/2012;380531.85;241786.29;833370.09;380531.85;241786.289999999;833370.09;380531.85;241786.289999999;833370.09
2012;6;550379.33;320566.69;767124.649999999;1/06/2012;550379.33;320566.69;767124.649999999;550379.329999999;320566.689999999;767124.649999999;550379.329999999;320566.689999999;767124.649999999
2012;7;271509.2;142232.47;1021995.9;1/07/2012;271509.2;142232.47;1021995.9;271509.2;142232.47;1021995.89999999;271509.2;142232.47;1021995.89999999
2012;8;361307.2;263677.23;626706.23;1/08/2012;361307.2;263677.23;626706.23;361307.2;263677.23;626706.229999999;361307.2;263677.23;626706.229999999
2012;9;372989.29;201347.56;619651.27;1/09/2012;372989.29;201347.56;619651.27;372989.289999999;201347.56;619651.269999999;372989.289999999;201347.56;619651.269999999
2012;10;600094.03;374301.51;463054.77;1/10/2012;600094.03;374301.51;463054.77;600094.029999999;374301.509999999;463054.77;600094.029999999;374301.509999999;463054.77
2012;11;359818.54;197398.8;538552.89;1/11/2012;359818.54;197398.8;538552.89;359818.539999999;197398.8;538552.89;359818.539999999;197398.8;538552.89
2012;12;419029.17;287980.58;1324780.96;1/12/2012;419029.17;287980.58;1324780.96;419029.17;287980.58;1324780.95999999;419029.17;287980.58;1324780.95999999
2013;1;433924.69;396416.84;749266.68;1/01/2013;433924.69;396416.84;749266.68;433924.69;396416.84;749266.679999999;433924.69;396416.84;749266.679999999
2013;2;470483.98;235502.58;709843.02;1/02/2013;470483.98;235502.58;709843.02;470483.979999999;235502.579999999;709843.019999999;470483.979999999;235502.579999999;709843.019999999
2013;3;429974.17;439386.62;832627.570000001;1/03/2013;429974.17;439386.62;832627.570000001;429974.17;439386.619999999;832627.57;429974.17;439386.619999999;832627.57
2013;4;430259.18;274680.65;860094.78;1/04/2013;430259.18;274680.65;860094.78;430259.179999999;274680.649999999;860094.779999999;430259.179999999;274680.649999999;860094.779999999
2013;5;532379.66;281823.2;1202187.85;1/05/2013;532379.66;281823.2;1202187.85;532379.66;281823.199999999;1202187.85;532379.66;281823.199999999;1202187.85
2013;6;284038.03;293808.6;729711.88;1/06/2013;284038.03;293808.6;729711.88;284038.03;293808.6;729711.879999999;284038.03;293808.6;729711.879999999
2013;7;486075.06;259025.83;693160.5;1/07/2013;486075.06;259025.83;693160.5;486075.059999999;259025.829999999;693160.5;486075.059999999;259025.829999999;693160.5
2013;8;347066.11;221433.2;505133.44;1/08/2013;347066.11;221433.2;505133.44;347066.11;221433.199999999;505133.439999999;347066.11;221433.199999999;505133.439999999
2013;9;373303.31;300794.99;803626.98;1/09/2013;373303.31;300794.99;803626.98;373303.309999999;300794.99;803626.98;373303.309999999;300794.99;803626.98
2013;10;372946.33;281168.85;980327.979999999;1/10/2013;372946.33;281168.85;980327.979999999;372946.33;281168.849999999;980327.979999999;372946.33;281168.849999999;980327.979999999
2013;11;496029.72;390941.15;903218.470000001;1/11/2013;496029.72;390941.15;903218.470000001;496029.719999999;390941.149999999;903218.47;496029.719999999;390941.149999999;903218.47
2013;12;358799.64;210096.78;791698.89;1/12/2013;358799.64;210096.78;791698.89;358799.64;210096.779999999;791698.89;358799.64;210096.779999999;791698.89
2014;1;457365.46;487880.79;1595698.56;1/01/2014;457365.46;487880.79;1595698.56;457365.459999999;487880.79;1595698.56;457365.459999999;487880.79;1595698.56
2014;2;455726.06;312423.86;688703.18;1/02/2014;455726.06;312423.86;688703.18;455726.059999999;312423.86;688703.179999999;455726.059999999;312423.86;688703.179999999
2014;3;582572.93;472437.63;1147182.5;1/03/2014;582572.93;472437.63;1147182.5;582572.929999999;472437.629999999;1147182.49999999;582572.929999999;472437.629999999;1147182.49999999
2014;4;270302.22;207049;845051.330000001;1/04/2014;270302.22;207049;845051.330000001;270302.22;207048.999999999;845051.33;270302.22;207048.999999999;845051.33
2014;5;563319.79;417767.24;1008148.07;1/05/2014;563319.79;417767.24;1008148.07;563319.79;417767.24;1008148.06999999;563319.79;417767.24;1008148.06999999
2014;6;404603.55;247114.99;694920.680000001;1/06/2014;404603.55;247114.99;694920.680000001;404603.549999999;247114.989999999;694920.68;404603.549999999;247114.989999999;694920.68
2014;7;558403.41;454196.13;845875.860000001;1/07/2014;558403.41;454196.13;845875.860000001;558403.41;454196.13;845875.86;558403.41;454196.13;845875.86
2014;8;398563.48;305285.53;760353.37;1/08/2014;398563.48;305285.53;760353.37;398563.48;305285.529999999;760353.369999999;398563.48;305285.529999999;760353.369999999
2014;9;547486.22;378741.56;598145.89;1/09/2014;547486.22;378741.56;598145.89;547486.22;378741.559999999;598145.89;547486.22;378741.559999999;598145.89
2014;10;379572.07;256340.49;762763.240000001;1/10/2014;379572.07;256340.49;762763.240000001;379572.069999999;256340.489999999;762763.24;379572.069999999;256340.489999999;762763.24
2014;11;533524.4;372809.93;1033873.16;1/11/2014;533524.4;372809.93;1033873.16;533524.4;372809.929999999;1033873.15999999;533524.4;372809.929999999;1033873.15999999
2014;12;583081.57;491072.11;1004032.65;1/12/2014;583081.57;491072.11;1004032.65;583081.569999999;491072.109999999;1004032.65;583081.569999999;491072.109999999;1004032.65
2015;1;471973.3;371420.59;1324421.96;1/01/2015;471973.3;371420.59;1324421.96;471973.299999999;371420.59;1324421.95999999;471973.299999999;371420.59;1324421.95999999
2015;2;664315.85;548714.53;955286.02;1/02/2015;664315.85;548714.53;955286.02;664315.85;548714.529999999;955286.02;664315.85;548714.529999999;955286.02
2015;3;622883.1;453536.19;1164885.97;1/03/2015;622883.1;453536.19;1164885.97;622883.1;453536.19;1164885.96999999;622883.1;453536.19;1164885.96999999
2015;4;599558.55;537064.59;1130870.79;1/04/2015;599558.55;537064.59;1130870.79;599558.55;537064.589999999;1130870.78999999;599558.55;537064.589999999;1130870.78999999
2015;5;618319.209999999;534049.28;954782.750000001;1/05/2015;618319.209999999;534049.28;954782.750000001;618319.209999999;534049.28;954782.75;618319.209999999;534049.28;954782.75
2015;6;525280.85;394824.33;862071.77;1/06/2015;525280.85;394824.33;862071.77;525280.85;394824.33;862071.77;525280.85;394824.33;862071.77
2015;7;616269.01;519374.15;1149630.43;1/07/2015;616269.01;519374.15;1149630.43;616269.01;519374.149999999;1149630.43;616269.01;519374.149999999;1149630.43
2015;8;467373.13;328552.07;919285.9;1/08/2015;467373.13;328552.07;919285.9;467373.13;328552.07;919285.899999999;467373.13;328552.07;919285.899999999
2015;9;576250.29;485906.49;754068.770000001;1/09/2015;576250.29;485906.49;754068.770000001;576250.29;485906.489999999;754068.77;576250.29;485906.489999999;754068.77
2015;10;533620.64;432666.75;1163425.95;1/10/2015;533620.64;432666.75;1163425.95;533620.64;432666.75;1163425.95;533620.64;432666.75;1163425.95
2015;11;724273.970000001;574547.76;904700.420000001;1/11/2015;724273.970000001;574547.76;904700.420000001;724273.97;574547.759999999;904700.42;724273.97;574547.759999999;904700.42
2015;12;498798.79;319329.71;1113876.28;1/12/2015;498798.79;319329.71;1113876.28;498798.79;319329.709999999;1113876.27999999;498798.79;319329.709999999;1113876.27999999
2016;1;729211.43;546876.54;987507.779999999;1/01/2016;729211.43;546876.54;987507.779999999;729211.43;546876.54;987507.779999999;729211.43;546876.54;987507.779999999
2016;2;405559.45;424074.81;1167227.96;1/02/2016;405559.45;424074.81;1167227.96;405559.45;424074.81;1167227.95999999;405559.45;424074.81;1167227.95999999
2016;3;771024.11;508542.18;1498844.95;1/03/2016;771024.11;508542.18;1498844.95;771024.109999999;508542.179999999;1498844.95;771024.109999999;508542.179999999;1498844.95
2016;4;502728.88;527083.64;1137213.1;1/04/2016;502728.88;527083.64;1137213.1;502728.88;527083.64;1137213.1;502728.88;527083.64;1137213.1
2016;5;615900.31;528347.81;1035544.08;1/05/2016;615900.31;528347.81;1035544.08;615900.309999999;528347.81;1035544.07999999;615900.309999999;528347.81;1035544.07999999
2016;6;502082.45;397477.4;800222.529999999;1/06/2016;502082.45;397477.4;800222.529999999;502082.449999999;397477.4;800222.529999999;502082.449999999;397477.4;800222.529999999
2016;7;618366.1;526652.73;859222.619999999;1/07/2016;618366.1;526652.73;859222.619999999;618366.099999999;526652.729999999;859222.619999999;618366.099999999;526652.729999999;859222.619999999
2016;8;625218.9;512202.57;701185.749999999;1/08/2016;625218.9;512202.57;701185.749999999;625218.899999999;512202.57;701185.749999999;625218.899999999;512202.57;701185.749999999
2016;9;677892.97;567786.57;1274128.31;1/09/2016;677892.97;567786.57;1274128.31;677892.97;567786.569999999;1274128.31;677892.97;567786.569999999;1274128.31
2016;10;546154.65;455850.76;927923.5;1/10/2016;546154.65;455850.76;927923.5;546154.649999999;455850.759999999;927923.499999999;546154.649999999;455850.759999999;927923.499999999
2016;11;725548.16;476784.16;957656.050000001;1/11/2016;725548.16;476784.16;957656.050000001;725548.159999999;476784.16;957656.05;725548.159999999;476784.16;957656.05
2016;12;526573.96;473659.59;1303735.78;1/12/2016;526573.96;473659.59;1303735.78;526573.96;473659.589999999;1303735.78;526573.96;473659.589999999;1303735.78
2017;1;748233.58;527564.9;842993.489999999;1/01/2017;748233.58;527564.9;842993.489999999;748233.579999999;527564.9;842993.489999999;748233.579999999;527564.9;842993.489999999
2017;2;497707.41;469140.06;844676.98;1/02/2017;497707.41;469140.06;844676.98;497707.41;469140.06;844676.979999999;497707.41;469140.06;844676.979999999
2017;3;734984.24;608144.98;1351787.92;1/03/2017;734984.24;608144.98;1351787.92;734984.239999999;608144.98;1351787.91999999;734984.239999999;608144.98;1351787.91999999
2017;4;632843.41;681303.11;1406022.43;1/04/2017;632843.41;681303.11;1406022.43;632843.409999999;681303.11;1406022.43;632843.409999999;681303.11;1406022.43
2017;5;442311.09;386088.18;889926.86;1/05/2017;442311.09;386088.18;889926.86;442311.089999999;386088.179999999;889926.859999999;442311.089999999;386088.179999999;889926.859999999
2017;6;582374.34;519389.66;902659;1/06/2017;582374.34;519389.66;902659;582374.34;519389.66;902659;582374.34;519389.66;902659
2017;7;769214.060000001;433026.08;994338.300000001;1/07/2017;769214.060000001;433026.08;994338.300000001;769214.06;433026.079999999;994338.3;769214.06;433026.079999999;994338.3
2017;8;607368.72;592103.31;846696.350000001;1/08/2017;607368.72;592103.31;846696.350000001;607368.72;592103.309999999;846696.35;607368.72;592103.309999999;846696.35
2017;9;401678.98;316435.22;925397.870000001;1/09/2017;401678.98;316435.22;925397.870000001;401678.98;316435.219999999;925397.87;401678.98;316435.219999999;925397.87
2017;10;657241.76;574073.61;740198.57;1/10/2017;657241.76;574073.61;740198.57;657241.76;574073.609999999;740198.569999999;657241.76;574073.609999999;740198.569999999
2017;11;504247.31;434963.36;1135350.1;1/11/2017;570525.428104809;493204.425135804;830833.403768518;204457.04815827;108795.8311755;352008.12388256;304018.24147384;155654.93458283;514798.35439524
2017;12;803216.88;679441.47;1305047.55;1/12/2017;545253.716591705;475680.106963252;810925.047690844;344137.73685277;167748.7222398;613722.34957952;304868.39407195;156472.81665339;520247.70963041
2018;1;535784.7;571858.06;1153831.89;1/01/2018;543468.174083885;477667.455329072;831003.67624878;556003.35095008;261763.88174991;818904.37049553;302780.09594642;152548.20227985;512848.52471408
2018;2;629467.91;509366.1;921684.12;1/02/2018;556753.40170361;484565.557947497;824901.591061014;446662.61964196;206097.60640826;700523.94814855;302583.37890984;154728.05724331;516414.43872948
2018;3;529507.15;563899.06;889227.1;1/03/2018;547729.597982489;482257.927271012;824751.268665505;379958.09369233;194259.73826741;693770.85813687;305812.11270903;154481.67939454;514749.96619266
2018;4;617512.28;510830;696962.77;1/04/2018;555318.144262137;486694.833966867;828434.272812787;417348.14048662;195809.30948405;583917.57505152;294140.3427226;152032.33131496;495700.96179366
2018;5;580329.35;580825.11;1592580.34;1/05/2018;554187.194442335;487611.382396239;827662.914845531;469386.99291072;246551.81749617;778945.47736229;291401.36349205;150325.94067071;492872.14519856
2018;6;558257.59;463620.61;777679.91;1/06/2018;556018.447256039;489873.942091127;828805.490579369;429240.30854656;221373.95313107;624934.61915294;293197.09888719;161549.57668828;477543.32449939
2018;7;784601.77;543333.77;793683.41;1/07/2018;557856.278557465;491860.442423954;829977.61169558;347356.18561606;221843.86748246;557770.64554342;294451.87781533;158855.48881125;474085.6446214
2018;8;541557.34;663834.04;1281364.78;1/08/2018;558712.29153889;493745.442928058;830548.504317879;362839.87032088;194432.32307161;533951.06223382;290466.40138989;159796.5600958;471050.69130497
2018;9;536897.09;454442.87;896266.43;1/09/2018;560515.659344104;495788.477872607;831525.780036427;445680.80779566;272414.14571209;658168.32921007;289062.36134548;158371.49127965;471851.80605997
2018;10;663440.34;726044.35;992682.04;1/10/2018;561726.149568803;497720.08723732;832404.766013902;412766.77767188;219520.15578062;621158.99961574;287209.11517535;161094.55258339;474379.97136639
2018;11;509382.86;534084.49;899588.34;1/11/2018;563198.049623909;499708.34883953;833228.329655907;319584.908674;204323.68482897;610500.36374866;295477.42230869;158852.01564712;493441.88249521
2018;12;631652.56;535639.97;792198.66;1/12/2018;564612.374168511;501675.681076762;834120.008725816;362629.90535551;190597.18576141;582272.64121288;290293.45425041;151553.71564161;487979.78335714
2019;1;684504.84;702923.37;1195728.2;1/01/2019;565996.297747144;503646.820925886;834981.450234771;407128.45159869;231960.24517892;668017.56100193;292397.49264804;156778.43191753;482301.63393827
2019;2;521555.38;469437.28;1208476.16;1/02/2019;567428.581915395;505619.95980333;835843.110034104;413544.3603703;216116.8703296;672695.66291175;299871.6946391;161904.32367893;483689.95389707
2019;3;704276.53;678145.38;1550052.84;1/03/2019;568824.107397341;507590.39907313;836713.795161598;357158.60652604;188834.68392258;574642.9263717;294628.3157492;158556.33714674;484868.11055327
2019;4;656495.95;867761.34;1215209.05;1/04/2019;570239.25718851;509562.674567978;837578.179040091;316902.63484538;188051.6493975;580323.71268961;308774.21618468;167157.7133561;498487.58977685
2019;5;568128.41;596798.22;1011872.87;1/05/2019;571647.532889172;511534.040616346;838444.177138726;461507.47549477;267494.9518001;642020.62184733;307668.18452216;164010.55198445;484831.98018535
2019;6;629788.43;712731.8;1029100.9;1/06/2019;573055.994250891;513505.730612137;839310.97230608;406122.33328412;193969.82407925;677599.95093452;310132.96450048;163060.36350608;498652.48837163
2019;7;516273.85;531577.64;1056569.11;1/07/2019;574466.539703675;515477.36992767;840176.726967071;371168.38217248;192320.80603021;639805.33516223;314551.50409768;167420.40495842;517046.55980128
2019;8;713859.98;896841.31;1167556.89;1/08/2019;575875.008483796;517448.971138637;841042.958560576;371398.36275469;205049.75303598;580467.59873435;312089.12417087;165502.86597657;522090.68544473
2019;9;491194.71;518043.68;717490.02;1/09/2019;577284.799330608;519420.618259335;841909.176433147;400511.1152117;226678.02431667;726175.91592837;325642.07828773;165784.92503916;536140.58125665
2019;10;691407.73;712672.38;1160570.85;1/10/2019;578693.995450835;521392.235194224;842775.259050876;435447.68342741;203189.32286357;772749.20374333;336133.72783218;174202.14257907;559566.53969256
2019;11;658706.42;791039.02;1122990.69;1/11/2019;580103.331376088;523363.866691683;843641.439271132;401350.14875771;209214.96641954;719304.45831994;347486.76135898;179629.36285533;578072.6091333
2019;12;797580.75;731012.24;1098972.39;1/12/2019;581512.727939289;525335.493200354;844507.59310974;438015.91135575;209337.0401404;689551.06377744;349158.99087838;177154.50990629;588464.3370084
2020;1;573220.63;629414.9;999181.2;1/01/2020;582922.019821313;527307.120348335;845373.735554452;477455.89896809;238770.62962794;845887.3231163;347713.53485438;178861.32067725;613992.0508593
2020;2;611314.13;741509.07;1237018.37;1/02/2020;584331.392972861;529278.748205632;846239.893876441;439310.8753508;220816.98898127;838604.25337061;359445.58205285;191136.05251809;614996.34163331
2020;3;809640.18;735491.29;1367335.14;1/03/2020;585740.721999883;531250.375285378;847106.044687547;431550.32689704;225283.15448435;769643.60199275;360820.06821412;189939.59351469;620098.18363735
2020;4;453153.09;329134.18;834366.52;1/04/2020;587150.066937808;533222.00286016;847972.195869183;412367.28525375;208592.42592891;773238.1365179;365046.82256931;182359.345737;638206.9723636
2020;5;170292.5;415805.82;691066.44;1/05/2020;588559.411018474;535193.630202367;848838.349074156;495260.67204583;246972.91754388;813453.49089448;357386.32850686;180681.48311124;625281.64182385
2020;6;415672.19;683322.72;1066148.05;1/06/2020;589968.750688723;537165.257620968;849704.500768895;428549.87268032;218353.17508182;821246.56603861;361687.17004949;180214.8583978;624351.79530584
2020;7;347541.59;451717.75;779930.57;1/07/2020;591378.094906603;539136.885032205;850570.652892937;417451.95678359;182837.4546756;743694.33487189;350992.75338743;180410.61329421;607198.1082124
2020;8;414416.34;547899.55;791258.19;1/08/2020;592787.436178802;541108.512430475;851436.80517871;347099.12737532;195121.47582816;689258.01277961;355520.55575482;183807.08729328;608991.05331739
2020;9;563742.5;591799.83;1021360.83;1/09/2020;594196.778802244;543080.139841864;852302.957222473;453090.97754397;251150.92116612;772558.06933708;349329.45100196;180799.12800122;621236.0350686
2020;10;733692.01;861840.54;891340.69;1/10/2020;595606.121088908;545051.767245154;853169.109384345;385873.82913315;206458.47719428;776058.37590876;351322.06748984;179806.06900711;633894.96400969
2020;11;570262.17;696600.14;1152909.51;1/11/2020;597015.463256306;547023.394652149;854035.261538066;385047.07939906;188132.56524174;737122.00800628;344004.29361618;175513.32769615;618384.23972859
2020;12;777450.55;780347.28;1050560.83;1/12/2020;598424.805649949;548995.022057981;854901.413661576;319794.18238318;175691.17264064;723841.82017203;359063.15353041;188987.7098525;632172.71082271
